,brand,category_code,product_code,price,event_type,shopping_time,coupon
10799447,starline,auto,alarm,138.23,cart,10,Yes
33053086,samsung,electronics,smartphone,280.87,cart,16,No
20288110,samsung,electronics,smartphone,250.69,cart,18,No
5073499,polaris,appliances,iron,43.48,cart,3,Yes
21143662,samsung,electronics,smartphone,131.64,cart,11,Yes
37660783,apple,electronics,headphone,159.8,cart,5,Yes
32626843,samsung,electronics,smartphone,643.23,cart,11,No
3393242,huawei,electronics,smartphone,127.39,cart,17,No
22714316,samsung,appliances,washer,293.18,cart,12,No
5231542,apple,electronics,smartphone,584.06,cart,6,Yes
26094316,apple,electronics,smartphone,1735.73,cart,17,Yes
27498021,samsung,electronics,smartphone,249.04,cart,16,No
24154470,apple,electronics,headphone,160.62,cart,12,No
24193937,samsung,electronics,smartphone,249.86,cart,13,Yes
38704963,samsung,electronics,tv,566.04,cart,19,Yes
9178181,samsung,electronics,smartphone,288.03,cart,7,Yes
6907505,samsung,electronics,smartphone,131.76,cart,10,Yes
20994041,apple,electronics,smartphone,756.71,cart,9,Yes
14347038,apple,electronics,smartphone,760.1,cart,1,Yes
2366696,xiaomi,electronics,smartphone,197.04,cart,19,No
41446749,samsung,electronics,smartphone,89.32,cart,6,Yes
34814152,samsung,electronics,smartphone,130.99,cart,2,Yes
5997749,ariston,appliances,water_heater,89.83,cart,16,No
28164807,samsung,electronics,smartphone,172.03,cart,7,No
19794027,samsung,electronics,smartphone,131.66,cart,13,No
2451717,samsung,electronics,headphone,107.76,cart,1,Yes
19677747,apple,electronics,smartphone,1425.78,cart,11,No
36730019,haier,electronics,tv,231.64,cart,10,Yes
41687022,samsung,electronics,smartphone,242.85,cart,10,Yes
27606089,oppo,electronics,smartphone,154.19,cart,17,No
7055522,apple,electronics,headphone,192.53,cart,13,Yes
8388140,samsung,electronics,smartphone,858.93,cart,14,No
40718327,apple,electronics,smartphone,729.23,cart,14,No
28247770,samsung,electronics,smartphone,142.09,cart,8,Yes
17616297,xiaomi,electronics,headphone,55.86,cart,4,Yes
6571748,apple,electronics,headphone,161.78,cart,6,Yes
31036934,samsung,electronics,smartphone,224.15,cart,8,Yes
35388499,samsung,electronics,smartphone,130.99,cart,11,Yes
20846990,samsung,electronics,smartphone,172.17,cart,7,Yes
25271043,samsung,appliances,microwave,126.1,cart,7,Yes
22528472,samsung,appliances,oven,347.21,cart,10,Yes
23730609,huawei,electronics,headphone,102.94,cart,7,No
21668857,apple,electronics,smartphone,358.57,cart,16,Yes
3589851,apple,electronics,smartphone,975.56,cart,1,No
24477278,samsung,electronics,smartphone,249.86,cart,16,Yes
4632259,lenovo,computers,notebook,257.38,cart,15,No
25164023,phoenix,sport,bicycle,205.9,cart,6,Yes
39387938,apple,electronics,headphone,159.8,cart,12,No
29559124,apple,electronics,smartphone,997.72,cart,7,No
10695542,apple,electronics,headphone,160.24,cart,9,No
40746814,tcl,electronics,tv,189.39,cart,14,Yes
25541656,lg,electronics,tv,300.81,cart,11,Yes
17865101,apple,electronics,smartphone,473.37,cart,8,Yes
37319752,apple,electronics,headphone,189.68,cart,17,Yes
6445531,acer,computers,notebook,720.22,cart,4,Yes
40312500,apple,computers,notebook,1768.37,cart,7,Yes
27215482,apple,electronics,smartphone,1741.36,cart,13,No
23080669,xiaomi,electronics,smartphone,159.33,cart,16,Yes
15524055,samsung,electronics,smartphone,228.83,cart,16,No
11438475,samsung,electronics,clocks,294.67,cart,18,Yes
41184707,apple,electronics,smartphone,459.21,cart,21,Yes
38322356,samsung,electronics,smartphone,243.72,cart,14,No
31665338,apple,electronics,smartphone,2053.57,cart,16,No
5627381,samsung,electronics,smartphone,252.19,cart,11,No
25546208,samsung,appliances,washer,656.36,cart,11,No
35065370,asus,computers,notebook,334.6,cart,6,Yes
31359298,samsung,electronics,smartphone,131.51,cart,12,No
21567099,indesit,appliances,refrigerators,349.61,cart,15,Yes
18888631,hoco,electronics,headphone,15.42,cart,22,No
6733163,asus,computers,notebook,669.23,cart,8,No
35469446,oppo,electronics,smartphone,450.18,cart,12,Yes
15563442,apple,electronics,smartphone,473.37,cart,17,Yes
3937663,apple,electronics,smartphone,975.57,cart,7,No
18881323,indesit,appliances,refrigerators,349.67,cart,21,Yes
6257484,samsung,electronics,tv,422.07,cart,20,Yes
12126432,samsung,electronics,smartphone,88.81,cart,11,No
25423245,oppo,electronics,smartphone,154.19,cart,9,Yes
15350982,samsung,electronics,smartphone,145.23,cart,15,Yes
26473784,vivo,electronics,smartphone,283.12,cart,4,Yes
36200511,samsung,electronics,smartphone,280.57,cart,3,Yes
19643928,apple,electronics,smartphone,1741.04,cart,11,No
22159248,samsung,electronics,smartphone,129.99,cart,5,No
16112247,samsung,electronics,tv,527.09,cart,6,Yes
28781808,samsung,electronics,smartphone,131.02,cart,15,Yes
22083141,bosch,appliances,vacuum,218.77,cart,4,No
33055165,apple,electronics,clocks,301.59,cart,16,Yes
16249707,apple,electronics,smartphone,1003.85,cart,7,Yes
8166260,samsung,electronics,smartphone,131.76,cart,10,Yes
11234415,xiaomi,electronics,smartphone,194.34,cart,16,Yes
2925345,samsung,electronics,smartphone,198.2,cart,10,No
8982806,samsung,electronics,smartphone,288.04,cart,4,Yes
26998581,apple,electronics,headphone,190.34,cart,10,Yes
22751761,samsung,electronics,smartphone,250.64,cart,13,Yes
18651542,apple,electronics,smartphone,1747.7,cart,17,No
4147605,huawei,electronics,smartphone,94.75,cart,10,No
25393790,samsung,electronics,smartphone,727.69,cart,9,Yes
39403403,xiaomi,electronics,smartphone,213.06,cart,12,Yes
27191738,samsung,electronics,smartphone,131.53,cart,13,Yes
6847447,samsung,electronics,smartphone,230.63,cart,10,Yes
21325481,honor,electronics,smartphone,643.49,cart,13,Yes
8261806,huawei,electronics,smartphone,153.85,cart,12,No
7732951,xiaomi,electronics,smartphone,190.97,cart,3,Yes
21764593,xiaomi,electronics,smartphone,218.25,cart,17,No
22795796,bose,electronics,headphone,477.46,cart,13,Yes
20943446,xiaomi,electronics,smartphone,190.22,cart,8,Yes
17577736,apple,electronics,smartphone,1955.75,cart,4,No
39389537,apple,electronics,smartphone,591.78,cart,12,Yes
32638923,xiaomi,electronics,smartphone,222.08,cart,11,Yes
19785730,samsung,electronics,smartphone,250.69,cart,13,Yes
11983883,apple,electronics,smartphone,746.22,cart,8,No
40006594,apple,electronics,smartphone,1357.42,cart,1,No
2837135,samsung,electronics,smartphone,132.31,cart,9,No
18447225,beats,electronics,headphone,267.68,cart,15,Yes
25656313,apple,electronics,smartphone,2056.68,cart,12,Yes
22256824,apple,electronics,smartphone,1210.02,cart,6,Yes
20758256,xiaomi,electronics,headphone,25.21,cart,6,No
15555568,lg,electronics,tv,389.95,cart,17,No
38180887,apple,electronics,smartphone,1358.59,cart,13,Yes
34054161,acer,computers,notebook,283.12,cart,12,No
18704251,zeta,computers,desktop,125.63,cart,17,Yes
28110992,samsung,electronics,smartphone,88.55,cart,6,Yes
12006314,samsung,electronics,smartphone,250.93,cart,9,Yes
3921768,apple,electronics,smartphone,1747.79,cart,7,Yes
27486481,haier,electronics,tv,193.03,cart,16,Yes
37484618,samsung,electronics,smartphone,244.03,cart,21,Yes
20010915,samsung,electronics,smartphone,131.66,cart,15,Yes
20640308,xiaomi,electronics,smartphone,190.22,cart,5,Yes
14704180,samsung,electronics,smartphone,130.48,cart,7,No
17870658,indesit,appliances,washer,182.41,cart,8,No
10676193,samsung,electronics,smartphone,250.96,cart,8,Yes
32572458,apple,electronics,smartphone,532.57,cart,10,Yes
24499059,samsung,electronics,smartphone,195.62,cart,16,No
4544077,samsung,electronics,smartphone,130.25,cart,15,No
18151225,bosch,appliances,blender,102.94,cart,11,Yes
40635789,samsung,electronics,smartphone,139.75,cart,12,No
7526197,samsung,electronics,smartphone,173.93,cart,18,Yes
5612580,samsung,electronics,smartphone,290.91,cart,11,Yes
31807395,samsung,appliances,washer,334.6,cart,17,Yes
23618214,apple,electronics,smartphone,1425.24,cart,6,Yes
37769459,samsung,electronics,smartphone,130.99,cart,6,Yes
5302620,xiaomi,electronics,smartphone,468.48,cart,7,No
41580312,arg,appliances,microwave,56.6,cart,8,Yes
10013211,xiaomi,electronics,headphone,23.08,cart,17,Yes
35026358,samsung,electronics,smartphone,367.14,cart,6,Yes
22338792,xiaomi,electronics,smartphone,196.86,cart,7,Yes
21599853,samsung,electronics,smartphone,225.19,cart,16,Yes
15049641,vitek,appliances,blender,40.37,cart,11,Yes
4088182,xiaomi,electronics,smartphone,135.01,cart,9,Yes
42349512,samsung,electronics,clocks,281.3,cart,18,Yes
5094687,samsung,electronics,smartphone,290.93,cart,3,Yes
22032848,xiaomi,electronics,smartphone,97.79,cart,3,No
31133028,xiaomi,electronics,smartphone,331.54,cart,9,No
15380060,xiaomi,electronics,smartphone,230.84,cart,15,Yes
40224371,samsung,electronics,clocks,151.61,cart,6,Yes
36316496,apple,electronics,smartphone,532.57,cart,5,Yes
36107567,samsung,electronics,headphone,107.49,cart,22,No
18117637,samsung,electronics,smartphone,285.4,cart,11,No
37591897,samsung,electronics,smartphone,361.64,cart,3,No
13754500,starline,auto,alarm,138.23,cart,13,Yes
19475203,samsung,electronics,smartphone,250.78,cart,9,Yes
7405748,huawei,electronics,smartphone,272.28,cart,17,No
23872096,samsung,electronics,smartphone,249.86,cart,9,No
3724326,apple,electronics,smartphone,1027.05,cart,4,No
21993634,samsung,electronics,smartphone,131.64,cart,2,Yes
10886590,apple,electronics,headphone,159.3,cart,11,Yes
17751837,vivo,electronics,smartphone,154.42,cart,6,Yes
23588821,samsung,electronics,smartphone,250.12,cart,5,No
5262172,apple,electronics,smartphone,1747.79,cart,6,Yes
22267601,samsung,electronics,smartphone,250.7,cart,6,Yes
22790781,apple,electronics,smartphone,744.98,cart,13,Yes
32580412,samsung,electronics,tablet,234.75,cart,10,Yes
35609927,oppo,electronics,smartphone,141.28,cart,14,No
15449774,samsung,electronics,smartphone,285.4,cart,16,Yes
15474503,samsung,electronics,smartphone,130.48,cart,16,Yes
31136800,samsung,electronics,smartphone,726.63,cart,9,Yes
10089237,samsung,electronics,smartphone,131.02,cart,18,Yes
19805227,samsung,electronics,smartphone,250.69,cart,13,No
17678433,apple,electronics,smartphone,760.1,cart,5,No
17225385,apple,electronics,smartphone,760.1,cart,17,No
21301581,asus,computers,notebook,334.6,cart,13,Yes
19971183,xiaomi,electronics,clocks,166.03,cart,15,No
13387936,apple,electronics,smartphone,746.17,cart,9,Yes
7398462,samsung,electronics,smartphone,173.93,cart,17,No
27140180,samsung,electronics,smartphone,130.74,cart,12,Yes
35594764,samsung,electronics,smartphone,170.14,cart,13,Yes
28666357,apple,electronics,smartphone,533.33,cart,14,No
20333980,huawei,electronics,smartphone,153.84,cart,18,Yes
31138145,apple,electronics,smartphone,731.47,cart,9,Yes
23138423,samsung,electronics,smartphone,545.68,cart,17,Yes
9857141,samsung,electronics,smartphone,602.07,cart,15,No
41096640,samsung,electronics,smartphone,130.99,cart,18,Yes
11888009,apple,electronics,smartphone,759.87,cart,7,No
13589882,samsung,electronics,tv,632.94,cart,11,Yes
41671896,oppo,electronics,smartphone,178.9,cart,9,No
18987059,samsung,electronics,smartphone,145.13,cart,3,Yes
24208638,oppo,electronics,smartphone,154.19,cart,13,No
33398391,apple,electronics,smartphone,992.05,cart,2,Yes
36026005,huter,construction,saw,87.52,cart,19,Yes
30651059,samsung,electronics,smartphone,141.8,cart,1,No
33897432,samsung,electronics,smartphone,246.52,cart,10,No
37602038,samsung,electronics,smartphone,130.99,cart,4,No
36532997,epson,computers,printer,116.55,cart,8,Yes
30721773,apple,electronics,smartphone,532.45,cart,3,No
25441171,samsung,electronics,smartphone,172.14,cart,10,Yes
23675856,incanto,furniture,bed,144.12,cart,6,Yes
16416508,samsung,electronics,smartphone,285.4,cart,9,Yes
2739840,apple,electronics,smartphone,972.74,cart,7,No
10582189,samsung,electronics,smartphone,170.92,cart,7,Yes
26533498,xiaomi,electronics,smartphone,188.65,cart,5,No
36782224,apple,electronics,smartphone,928.4,cart,11,Yes
24331079,apple,electronics,smartphone,812.09,cart,14,No
19305813,apple,electronics,smartphone,1005.3,cart,7,No
4666724,samsung,electronics,smartphone,236.56,cart,16,Yes
6030256,samsung,electronics,smartphone,131.79,cart,16,No
41407659,samsung,electronics,clocks,290.87,cart,5,Yes
20405171,samsung,electronics,smartphone,229.71,cart,20,Yes
18471036,samsung,electronics,smartphone,131.64,cart,15,Yes
35400338,huawei,electronics,smartphone,256.95,cart,11,Yes
3464802,xiaomi,electronics,smartphone,196.88,cart,18,No
28089310,samsung,electronics,smartphone,131.53,cart,6,No
18387697,samsung,electronics,smartphone,250.82,cart,14,No
33944372,samsung,electronics,smartphone,224.07,cart,10,No
36390028,apple,electronics,smartphone,713.74,cart,6,No
13265533,samsung,electronics,smartphone,378.93,cart,7,Yes
19115889,indesit,appliances,washer,182.41,cart,5,No
8518115,apple,electronics,smartphone,975.56,cart,15,Yes
7743959,sony,electronics,headphone,409.02,cart,4,No
22163628,huawei,electronics,smartphone,109.8,cart,5,No
6378612,samsung,electronics,smartphone,130.25,cart,3,Yes
36246672,lg,appliances,refrigerators,463.07,cart,4,Yes
5411405,apple,electronics,headphone,190.64,cart,8,Yes
31105429,vivo,electronics,smartphone,308.86,cart,8,Yes
37721133,apple,electronics,smartphone,1090.56,cart,6,Yes
40525069,samsung,electronics,smartphone,172.22,cart,10,Yes
11210644,samsung,electronics,smartphone,130.49,cart,15,No
30746019,samsung,electronics,smartphone,129.99,cart,3,No
23623511,acer,computers,notebook,694.72,cart,6,No
26182737,nokia,electronics,telephone,25.71,cart,19,Yes
27957919,apple,electronics,smartphone,1734.2,cart,4,Yes
19687925,lg,appliances,washer,360.11,cart,12,Yes
41305137,samsung,electronics,smartphone,139.68,cart,4,Yes
26594265,huawei,electronics,smartphone,271.09,cart,6,No
33437624,samsung,electronics,smartphone,88.29,cart,3,No
21210684,apple,electronics,smartphone,1003.85,cart,11,No
19663833,xiaomi,electronics,smartphone,135.01,cart,11,Yes
20017033,apple,electronics,smartphone,460.31,cart,15,Yes
30828319,changhong,electronics,tv,159.33,cart,5,Yes
6250894,apple,electronics,smartphone,733.61,cart,20,No
22847289,apple,electronics,smartphone,591.75,cart,14,Yes
31374302,apple,electronics,headphone,159.91,cart,12,Yes
121923,xiaomi,electronics,smartphone,197.52,cart,4,Yes
26109468,oppo,electronics,smartphone,256.88,cart,18,No
18008601,apple,electronics,smartphone,1004.86,cart,9,Yes
3845402,samsung,electronics,smartphone,230.61,cart,6,Yes
32359742,apple,electronics,smartphone,928.47,cart,7,Yes
28875960,samsung,electronics,smartphone,142.07,cart,16,Yes
24756008,bertoni,kids,carriage,55.07,cart,19,Yes
8037077,bq,electronics,tablet,53.88,cart,8,No
20511556,xiaomi,electronics,smartphone,160.88,cart,2,Yes
9872913,samsung,electronics,smartphone,131.02,cart,16,No
12224976,samsung,appliances,washer,293.18,cart,12,No
18453085,samsung,electronics,smartphone,378.53,cart,15,No
19890626,oppo,electronics,smartphone,179.64,cart,14,No
33211510,jbl,electronics,headphone,8.49,cart,18,Yes
1462265,karcher,appliances,vacuum,113.7,cart,5,Yes
8955260,xiaomi,electronics,smartphone,190.97,cart,4,No
30758269,apple,electronics,smartphone,936.19,cart,4,No
38104138,samsung,electronics,smartphone,243.72,cart,11,No
32558640,delonghi,appliances,grill,386.08,cart,10,Yes
4416989,apple,electronics,headphone,161.84,cart,13,Yes
34311434,acer,computers,notebook,437.57,cart,15,No
9008696,xiaomi,appliances,scales,45.2,cart,5,Yes
4701935,apple,electronics,headphone,161.84,cart,16,Yes
6953806,samsung,electronics,smartphone,230.59,cart,11,Yes
33882852,hp,computers,notebook,557.26,cart,9,Yes
23789661,samsung,electronics,tv,493.94,cart,8,Yes
40199993,samsung,electronics,headphone,43.82,cart,5,Yes
11811345,samsung,electronics,smartphone,553.42,cart,6,No
10192771,samsung,electronics,smartphone,250.96,cart,22,No
29767631,samsung,electronics,smartphone,771.94,cart,9,Yes
29961578,apple,electronics,smartphone,996.42,cart,12,Yes
13840462,samsung,electronics,smartphone,130.11,cart,14,No
22659055,ariston,appliances,water_heater,103.29,cart,11,Yes
2073092,samsung,electronics,smartphone,253.02,cart,15,No
15366106,xiaomi,electronics,smartphone,135.01,cart,15,No
3222628,apple,electronics,smartphone,730.53,cart,15,No
27684292,samsung,electronics,smartphone,364.48,cart,18,No
31479087,artel,electronics,tv,147.18,cart,14,Yes
13969577,samsung,electronics,smartphone,131.63,cart,16,Yes
12433133,apple,electronics,smartphone,1091.1,cart,15,No
17898678,lg,appliances,washer,303.71,cart,8,Yes
23043733,huawei,electronics,smartphone,126.9,cart,16,No
31397903,apple,electronics,smartphone,992.05,cart,13,Yes
32718887,apple,electronics,clocks,431.52,cart,12,Yes
35540481,cortland,electronics,acoustic,115.81,cart,13,Yes
33672859,candy,appliances,washer,231.38,cart,7,No
25486968,samsung,electronics,smartphone,249.86,cart,10,Yes
26810594,samsung,electronics,smartphone,248.24,cart,8,No
1020354,samsung,electronics,smartphone,132.87,cart,17,Yes
29589731,samsung,electronics,smartphone,370.06,cart,7,No
27170941,braun,appliances,iron,95.21,cart,13,Yes
3288261,oppo,electronics,smartphone,179.28,cart,16,Yes
13606820,samsung,electronics,smartphone,172.22,cart,12,Yes
21470229,samsung,electronics,smartphone,131.66,cart,14,No
28447645,samsung,electronics,smartphone,284.14,cart,11,Yes
22740086,hoco,electronics,microphone,20.34,cart,12,No
14376022,apple,electronics,tablet,849.19,cart,2,Yes
2629796,xiaomi,electronics,smartphone,205.41,cart,5,Yes
34924062,huawei,electronics,smartphone,231.38,cart,4,Yes
40076698,samsung,electronics,smartphone,170.15,cart,3,No
4164692,samsung,electronics,smartphone,132.05,cart,10,No
13743678,samsung,electronics,smartphone,285.45,cart,13,Yes
35414156,samsung,electronics,smartphone,1147.53,cart,11,No
1531945,apple,electronics,smartphone,975.57,cart,6,Yes
34679156,apple,electronics,smartphone,581.12,cart,19,No
34548666,ariston,appliances,water_heater,95.16,cart,17,No
29116386,samsung,electronics,smartphone,219.39,cart,18,Yes
7040067,apple,electronics,smartphone,736.03,cart,12,No
6906554,oppo,electronics,smartphone,178.36,cart,10,No
16522731,marshall,electronics,headphone,74.62,cart,10,Yes
6381112,samsung,electronics,smartphone,230.59,cart,3,No
33518965,apple,electronics,smartphone,1557.05,cart,5,Yes
34900845,apple,electronics,smartphone,1680.09,cart,4,No
21648503,apple,electronics,smartphone,424.7,cart,16,Yes
7810466,apple,electronics,smartphone,730.26,cart,5,No
31757681,samsung,electronics,smartphone,246.52,cart,16,No
18589002,oppo,electronics,smartphone,179.85,cart,16,Yes
17641192,apple,electronics,smartphone,766.76,cart,5,Yes
18349854,samsung,electronics,smartphone,229.99,cart,14,Yes
5509846,samsung,electronics,smartphone,131.92,cart,9,No
26740431,samsung,electronics,smartphone,172.05,cart,7,No
5276448,xiaomi,appliances,vacuum,486.5,cart,6,No
19146357,oppo,electronics,smartphone,179.84,cart,5,Yes
22032710,huter,construction,saw,84.66,cart,3,Yes
2872386,xiaomi,electronics,smartphone,99.71,cart,9,Yes
29947659,huawei,electronics,smartphone,165.92,cart,12,Yes
40247481,sony,electronics,tv,384.75,cart,6,No
1485406,xiaomi,electronics,smartphone,89.84,cart,6,Yes
22184086,elenberg,appliances,oven,41.16,cart,5,Yes
41069809,apple,electronics,headphone,159.59,cart,18,Yes
29656772,apple,electronics,headphone,160.22,cart,8,Yes
16120459,apple,electronics,headphone,191.59,cart,6,Yes
16108682,apple,electronics,smartphone,1003.85,cart,6,Yes
7161820,samsung,electronics,smartphone,131.76,cart,14,Yes
36902751,apple,electronics,headphone,189.68,cart,13,Yes
28130171,elenberg,appliances,hair_cutter,23.14,cart,6,Yes
29113143,apple,electronics,smartphone,1725.01,cart,18,Yes
17723460,apple,electronics,smartphone,358.57,cart,6,Yes
10507970,huawei,electronics,smartphone,169.61,cart,6,Yes
39327254,samsung,electronics,smartphone,195.07,cart,11,No
37258177,apple,electronics,headphone,189.68,cart,17,Yes
40363535,samsung,electronics,tv,411.59,cart,8,Yes
35482821,samsung,electronics,smartphone,529.91,cart,12,Yes
26394658,chicco,kids,carriage,257.4,cart,3,No
20701516,elenberg,appliances,kettle,15.42,cart,5,Yes
36075795,vitek,appliances,vacuum,112.46,cart,20,No
23361984,elenberg,appliances,iron,16.47,cart,22,Yes
5665251,samsung,electronics,smartphone,230.59,cart,12,Yes
23838938,apple,electronics,headphone,160.62,cart,8,Yes
40299976,xiaomi,electronics,smartphone,308.86,cart,7,Yes
23581807,samsung,electronics,tv,493.94,cart,5,Yes
6516619,acer,computers,notebook,855.59,cart,5,No
18979752,pocketbook,computers,ebooks,158.79,cart,3,Yes
14644760,artel,electronics,tv,150.17,cart,6,Yes
36581593,apple,electronics,smartphone,725.08,cart,8,Yes
26692186,samsung,electronics,smartphone,131.53,cart,7,No
22520312,samsung,electronics,smartphone,250.66,cart,9,Yes
1653221,neoline,auto,videoregister,143.57,cart,8,Yes
9518855,apple,electronics,smartphone,1092.68,cart,11,No
17212260,huter,construction,saw,92.13,cart,17,No
30552084,redmond,appliances,meat_grinder,107.57,cart,19,No
33151215,vivo,electronics,smartphone,231.64,cart,17,No
31474115,samsung,electronics,smartphone,224.07,cart,14,Yes
31584065,philips,construction,generator,51.46,cart,15,Yes
30199599,samsung,appliances,refrigerators,489.05,cart,15,Yes
21003131,jbl,electronics,headphone,33.21,cart,9,Yes
23254104,xiaomi,electronics,smartphone,193.0,cart,18,Yes
22832022,samsung,electronics,clocks,293.19,cart,14,Yes
20977854,samsung,electronics,smartphone,131.64,cart,9,Yes
3681750,samsung,appliances,vacuum,115.81,cart,4,Yes
34231045,huawei,electronics,smartphone,249.34,cart,14,No
26483070,samsung,electronics,smartphone,172.06,cart,4,Yes
4095916,samsung,electronics,smartphone,97.79,cart,9,Yes
5488499,huawei,electronics,headphone,41.16,cart,9,Yes
26944868,acer,computers,notebook,386.08,cart,10,Yes
29804154,oppo,electronics,smartphone,179.9,cart,10,No
18117489,samsung,electronics,smartphone,250.82,cart,11,Yes
16567875,samsung,electronics,smartphone,553.3,cart,10,No
3899786,samsung,electronics,smartphone,132.56,cart,7,No
33989741,apple,electronics,headphone,159.91,cart,11,Yes
31825373,samsung,electronics,smartphone,283.23,cart,17,No
38595020,apple,electronics,headphone,22.78,cart,17,Yes
12725739,apple,electronics,headphone,161.87,cart,18,Yes
26632339,samsung,electronics,smartphone,224.69,cart,6,Yes
23871546,elenberg,appliances,microwave,51.46,cart,9,No
21706144,xiaomi,electronics,smartphone,256.12,cart,17,Yes
10656683,apple,electronics,smartphone,2071.87,cart,8,No
17909888,apple,electronics,headphone,161.87,cart,8,Yes
34218905,samsung,electronics,smartphone,245.5,cart,14,Yes
25282994,samsung,electronics,smartphone,229.22,cart,8,Yes
41589813,apple,electronics,smartphone,487.66,cart,8,Yes
34340463,huawei,electronics,smartphone,165.51,cart,15,Yes
36857348,apple,electronics,smartphone,1695.41,cart,12,Yes
28299169,apple,electronics,smartphone,1623.36,cart,9,Yes
22895500,apple,electronics,headphone,160.62,cart,14,No
28440044,samsung,electronics,smartphone,284.14,cart,11,No
32424703,haier,appliances,washer,308.86,cart,8,Yes
38091473,samsung,electronics,smartphone,172.22,cart,11,No
11854414,samsung,electronics,smartphone,223.66,cart,7,No
4701704,oppo,electronics,smartphone,154.16,cart,16,No
31579146,xiaomi,electronics,smartphone,222.14,cart,15,Yes
18553548,samsung,electronics,smartphone,378.53,cart,16,Yes
31734454,samsung,electronics,smartphone,782.26,cart,16,No
13517524,samsung,electronics,smartphone,172.22,cart,10,Yes
26886755,oppo,electronics,smartphone,154.19,cart,9,No
294568,artel,electronics,tv,150.7,cart,7,No
30244510,beko,appliances,refrigerators,354.25,cart,15,No
19496142,acer,computers,notebook,823.68,cart,9,Yes
24907318,samsung,electronics,smartphone,172.14,cart,2,Yes
26425302,xiaomi,electronics,smartphone,225.72,cart,3,No
32386118,beko,appliances,washer,180.16,cart,8,No
27684140,xiaomi,electronics,smartphone,110.72,cart,18,Yes
10526428,samsung,electronics,tv,370.4,cart,7,Yes
34446260,samsung,electronics,smartphone,131.02,cart,16,No
19182287,oppo,electronics,smartphone,179.26,cart,6,Yes
34149205,oppo,electronics,smartphone,179.9,cart,13,No
23452516,apple,electronics,clocks,295.75,cart,3,Yes
28989347,apple,electronics,smartphone,1533.37,cart,17,Yes
2246557,apple,electronics,headphone,189.53,cart,17,Yes
6605555,samsung,electronics,smartphone,230.59,cart,6,No
13642658,apple,electronics,headphone,160.88,cart,12,No
18079163,huawei,electronics,smartphone,169.32,cart,10,No
5474951,samsung,electronics,smartphone,292.02,cart,9,Yes
30713841,samsung,electronics,smartphone,170.83,cart,3,Yes
28805676,redmond,appliances,kettle,30.86,cart,15,Yes
28498551,samsung,electronics,smartphone,131.02,cart,11,Yes
22951872,xiaomi,electronics,smartphone,433.34,cart,15,No
20223939,acer,computers,notebook,266.4,cart,17,Yes
25604379,lg,electronics,tv,300.81,cart,12,Yes
40910075,xiaomi,electronics,smartphone,151.25,cart,16,Yes
29478632,apple,electronics,smartphone,743.39,cart,6,No
26932953,huawei,electronics,smartphone,111.7,cart,10,Yes
12112160,samsung,electronics,smartphone,965.02,cart,10,No
21761197,xiaomi,electronics,smartphone,227.16,cart,17,No
30728224,samsung,electronics,smartphone,170.63,cart,3,Yes
22416823,haier,electronics,tv,193.03,cart,8,No
6960446,samsung,electronics,smartphone,289.52,cart,11,No
32584679,samsung,electronics,smartphone,283.23,cart,10,Yes
34153911,samsung,electronics,smartphone,170.79,cart,13,Yes
5099017,samsung,electronics,smartphone,172.72,cart,3,No
33683103,beko,appliances,refrigerators,325.93,cart,7,No
24026185,deepcool,computers,cooler,14.38,cart,11,Yes
32530901,samsung,electronics,smartphone,369.2,cart,9,Yes
29595711,xiaomi,electronics,smartphone,218.25,cart,7,Yes
14882433,samsung,electronics,smartphone,130.48,cart,9,Yes
12600479,apple,electronics,smartphone,1003.85,cart,17,No
41507525,oppo,electronics,smartphone,178.9,cart,7,Yes
34138066,samsung,electronics,smartphone,131.53,cart,13,Yes
34342576,samsung,electronics,smartphone,131.02,cart,15,No
30691117,bosch,appliances,hob,285.52,cart,2,Yes
15447247,xiaomi,electronics,smartphone,231.41,cart,16,Yes
18956051,indesit,appliances,refrigerators,270.25,cart,2,Yes
35256737,samsung,appliances,vacuum,110.66,cart,8,Yes
37616400,midea,appliances,washer,100.13,cart,4,Yes
19531582,haier,electronics,tv,900.9,cart,10,Yes
27018028,apple,electronics,headphone,160.42,cart,11,Yes
32306766,kingston,computers,keyboard,105.28,cart,6,Yes
25891305,samsung,electronics,smartphone,248.45,cart,15,No
1640694,samsung,appliances,vacuum,128.45,cart,8,No
31065437,zlatek,furniture,chair,59.18,cart,8,Yes
39290395,apple,electronics,smartphone,725.12,cart,10,No
19774883,samsung,electronics,smartphone,729.62,cart,13,Yes
242255,samsung,electronics,smartphone,174.75,cart,6,No
29502386,huawei,electronics,smartphone,107.8,cart,6,Yes
38917150,apple,electronics,smartphone,967.8,cart,4,Yes
6942383,huawei,electronics,smartphone,127.33,cart,11,Yes
22248778,xiaomi,kids,skates,368.86,cart,6,No
11964257,samsung,electronics,smartphone,130.47,cart,8,Yes
13905017,samsung,electronics,smartphone,150.04,cart,15,Yes
19258764,samsung,electronics,tablet,236.76,cart,7,Yes
29179641,samsung,electronics,smartphone,170.87,cart,20,No
22179602,xiaomi,electronics,smartphone,135.01,cart,5,Yes
31391551,tefal,appliances,iron,65.61,cart,12,No
19513640,beko,appliances,oven,213.21,cart,9,No
6493265,huawei,electronics,smartphone,169.84,cart,5,Yes
20342519,indesit,appliances,refrigerators,349.62,cart,18,No
