,brand,category_code,product_code,price,event_type,shopping_time,coupon
2676350,huawei,electronics,smartphone,172.05,view,6,Yes
14580098,samsung,electronics,smartphone,1144.17,view,5,Yes
6281219,xiaomi,electronics,smartphone,135.01,view,21,No
19461862,apple,electronics,headphone,160.22,view,9,Yes
5657109,apple,electronics,headphone,161.84,view,11,Yes
26131658,rant,kids,carriage,386.08,view,18,No
1059155,apple,electronics,smartphone,397.95,view,17,Yes
475839,sv,furniture,cabinet,334.6,view,10,No
31716655,samsung,electronics,smartphone,246.52,view,16,Yes
6698519,fender,electronics,acoustic,202.32,view,8,Yes
15825560,redmond,appliances,kettle,28.01,view,1,Yes
28540067,respect,apparel,shoes,89.84,view,12,Yes
33717810,samsung,electronics,smartphone,141.32,view,7,Yes
19675458,samsung,appliances,vacuum,64.02,view,11,Yes
29574395,xiaomi,electronics,smartphone,189.97,view,7,Yes
23349752,apple,computers,notebook,1466.96,view,21,Yes
18969006,beko,appliances,refrigerators,240.66,view,2,No
13626789,apple,electronics,smartphone,1747.76,view,12,No
2912227,elenberg,appliances,oven,41.16,view,10,Yes
12488512,bosch,appliances,refrigerators,1042.47,view,16,No
2152291,samsung,electronics,smartphone,636.05,view,16,Yes
20003549,samsung,electronics,smartphone,131.66,view,15,No
7736856,sony,electronics,tv,926.41,view,4,No
9510062,beko,appliances,dishwasher,288.9,view,11,No
14238986,apple,electronics,headphone,160.88,view,19,No
3045348,acer,computers,notebook,332.03,view,13,No
10046196,casio,electronics,clocks,207.98,view,17,Yes
7953821,xiaomi,electronics,clocks,67.93,view,7,No
21254113,philips,appliances,vacuum,205.9,view,12,Yes
28706440,arg,appliances,microwave,59.18,view,14,No
14024913,pioneer,auto,player,56.63,view,16,Yes
1787856,mltl,apparel,dress,30.86,view,10,No
23056339,ballu,appliances,air_heater,53.54,view,16,Yes
9313377,gorenje,appliances,vacuum,90.07,view,9,Yes
20571328,pioneer,auto,player,120.98,view,4,No
37243213,chicco,kids,carriage,167.29,view,17,No
31310023,elenberg,appliances,hair_cutter,23.14,view,11,Yes
18712181,samsung,electronics,smartphone,257.15,view,17,No
28639699,apple,electronics,headphone,160.36,view,13,No
38474368,samsung,electronics,smartphone,216.21,view,16,Yes
9621309,xiaomi,electronics,smartphone,473.27,view,13,Yes
14980726,samsung,electronics,smartphone,172.2,view,10,No
39539605,first,appliances,kettle,16.73,view,14,Yes
35094076,philips,electronics,telephone,28.15,view,6,No
7515309,apple,electronics,smartphone,1415.48,view,18,Yes
13408118,lg,appliances,washer,298.36,view,9,Yes
40901064,acer,computers,notebook,360.34,view,16,Yes
4100713,philips,appliances,iron,56.6,view,9,No
10785802,apple,electronics,smartphone,1415.48,view,10,Yes
39321792,xiaomi,electronics,smartphone,213.06,view,11,Yes
41338888,samsung,electronics,smartphone,275.06,view,4,Yes
25606260,oppo,electronics,smartphone,592.01,view,12,No
30572756,hp,computers,notebook,2204.09,view,19,Yes
13355564,asrock,computers,videocards,224.6,view,9,Yes
33127199,lg,appliances,vacuum,188.37,view,17,Yes
28900307,xiaomi,construction,light,15.42,view,16,Yes
674884,xiaomi,electronics,headphone,22.39,view,13,No
23327372,huawei,electronics,smartphone,153.99,view,20,Yes
26046135,apple,electronics,smartphone,1002.77,view,17,Yes
3724280,caprice,apparel,shoes,76.96,view,4,Yes
35463059,intel,computers,cpu,402.35,view,12,Yes
31223813,lg,electronics,tv,418.26,view,10,Yes
24363281,samsung,electronics,smartphone,195.62,view,14,Yes
33289186,apple,electronics,smartphone,992.05,view,20,No
10065488,yasin,electronics,tv,244.22,view,18,Yes
7954274,apple,electronics,smartphone,1747.79,view,7,No
1847561,oasis,appliances,air_heater,23.66,view,11,No
14607651,apple,computers,notebook,1261.29,view,5,No
41314453,samsung,electronics,smartphone,139.68,view,4,No
16011716,denzel,construction,pump,155.59,view,5,No
25134663,apple,electronics,smartphone,1424.94,view,6,No
11881661,philips,appliances,hair_cutter,56.6,view,7,Yes
10840014,samsung,electronics,smartphone,150.78,view,11,No
35475315,dauscher,appliances,hob,81.57,view,12,No
17339604,milavitsa,apparel,underwear,22.96,view,18,Yes
24002223,philips,electronics,tv,231.64,view,10,Yes
2098844,indesit,appliances,refrigerators,313.75,view,15,No
7157744,apple,electronics,smartphone,583.63,view,14,No
12578940,apple,electronics,smartphone,591.78,view,17,Yes
16528538,tamaris,apparel,shoes,80.83,view,10,Yes
42120907,samsung,electronics,headphone,12.0,view,16,No
31613114,sony,electronics,tv,848.62,view,15,Yes
27805359,huter,construction,generator,282.86,view,22,No
3497067,lenovo,computers,notebook,290.6,view,19,No
35900273,samsung,appliances,refrigerators,630.44,view,17,Yes
28020672,apple,electronics,smartphone,1734.2,view,5,No
22436894,nexpero,apparel,keds,107.85,view,8,No
5498036,midea,appliances,washer,96.78,view,9,Yes
24606344,respect,apparel,shoes,89.84,view,17,No
20270313,samsung,electronics,smartphone,729.61,view,17,Yes
6319816,apple,electronics,smartphone,975.57,view,1,No
23090708,asus,computers,notebook,694.74,view,16,Yes
36976597,xiaomi,electronics,smartphone,221.87,view,14,Yes
26991662,samsung,electronics,smartphone,249.22,view,10,Yes
14854086,coolfort,appliances,refrigerators,102.94,view,8,No
3599872,samsung,appliances,washer,295.42,view,2,Yes
28514114,samsung,electronics,smartphone,771.94,view,12,No
18413525,zlatek,furniture,chair,51.46,view,14,Yes
666255,samsung,electronics,smartphone,388.68,view,12,Yes
16573289,artel,electronics,tv,150.17,view,10,No
23635832,samsung,computers,monitor,386.08,view,6,No
36489013,xiaomi,electronics,smartphone,193.03,view,7,No
13099631,samsung,electronics,smartphone,230.3,view,5,No
3199351,elari,electronics,headphone,48.55,view,15,Yes
24484164,samsung,electronics,smartphone,249.86,view,16,Yes
11423562,lg,electronics,tv,1276.48,view,18,No
24974983,polaris,appliances,blender,17.99,view,3,Yes
24692873,redmond,appliances,blender,51.22,view,18,Yes
26555683,beko,appliances,washer,208.41,view,5,No
22078843,apple,electronics,smartphone,460.11,view,4,No
40470511,vitek,appliances,blender,23.14,view,10,No
27424295,samsung,electronics,tv,1801.57,view,15,Yes
16333862,xiaomi,electronics,smartphone,187.89,view,8,No
35861692,xiaomi,electronics,smartphone,193.03,view,17,No
10244018,apple,electronics,smartphone,1413.16,view,2,Yes
36987749,oppo,electronics,smartphone,887.77,view,14,No
25812176,huawei,electronics,tablet,385.83,view,14,Yes
21993943,nokia,electronics,smartphone,100.36,view,2,Yes
14534945,wingoffly,kids,carriage,113.75,view,5,Yes
7908340,jbl,electronics,subwoofer,51.97,view,6,Yes
8326438,apple,electronics,smartphone,952.28,view,13,Yes
10131707,pioneer,electronics,subwoofer,87.52,view,19,No
41431980,apple,electronics,smartphone,1671.19,view,6,Yes
34428339,acer,computers,monitor,447.37,view,16,No
39600123,intel,computers,cpu,1269.08,view,15,No
9934126,elari,electronics,clocks,55.82,view,16,Yes
26993045,sv,furniture,cabinet,360.34,view,10,Yes
5051985,apple,electronics,smartphone,1428.58,view,3,No
5599103,pioneer,auto,player,56.63,view,11,Yes
39640371,elenberg,appliances,juicer,25.71,view,15,No
28570222,polaris,appliances,blender,36.01,view,12,Yes
3849944,morel,electronics,subwoofer,64.35,view,6,Yes
35283358,respect,apparel,keds,33.72,view,9,No
8185012,oppo,electronics,smartphone,177.58,view,11,No
35036868,asus,computers,notebook,540.53,view,6,Yes
34259760,lenovo,computers,notebook,264.47,view,14,Yes
9435529,starline,auto,alarm,196.92,view,10,Yes
13990985,nike,apparel,keds,111.95,view,16,No
7624519,kivi,electronics,tv,154.19,view,23,Yes
14539815,xiaomi,electronics,smartphone,176.53,view,5,No
310977,samsung,appliances,vacuum,104.22,view,7,Yes
35521943,apple,electronics,clocks,435.51,view,12,Yes
40135018,xiaomi,electronics,clocks,166.03,view,4,Yes
13865345,apple,electronics,smartphone,1015.19,view,15,No
2049485,oasis,appliances,air_heater,36.01,view,14,No
20805221,baden,apparel,shoes,64.61,view,7,Yes
18910870,casio,electronics,clocks,66.41,view,0,No
2042571,xiaomi,electronics,headphone,12.84,view,14,Yes
8671392,samsung,electronics,smartphone,131.02,view,17,Yes
4467421,apple,electronics,smartphone,703.64,view,14,Yes
32290026,samsung,electronics,clocks,259.36,view,6,Yes
11204228,apple,electronics,smartphone,1747.79,view,15,Yes
8476191,samsung,electronics,smartphone,370.41,view,15,Yes
25556160,midea,appliances,washer,257.38,view,11,No
5674727,samsung,electronics,smartphone,643.23,view,12,Yes
6316848,acer,computers,notebook,684.68,view,0,Yes
2332565,samsung,appliances,vacuum,123.53,view,18,No
30935802,midea,appliances,microwave,82.19,view,6,Yes
25385549,artel,electronics,tv,176.84,view,9,No
34637308,xiaomi,appliances,vacuum,433.41,view,18,No
15357170,wahl,appliances,hair_cutter,89.27,view,15,Yes
15581999,respect,apparel,shoes,25.48,view,17,No
27315759,chicco,furniture,chair,283.12,view,14,Yes
19039603,lg,appliances,washer,373.21,view,4,Yes
38274662,huawei,electronics,smartphone,106.8,view,14,No
37241625,delonghi,appliances,coffee_machine,153.93,view,16,No
29376646,apple,electronics,smartphone,797.58,view,4,No
11367940,apple,electronics,smartphone,1015.46,view,17,No
21062147,intego,auto,videoregister,48.65,view,10,No
16707186,apple,electronics,smartphone,751.34,view,12,Yes
24049608,samsung,electronics,smartphone,396.15,view,11,Yes
6826593,apple,electronics,headphone,161.78,view,9,Yes
8765654,samsung,electronics,smartphone,635.8,view,19,Yes
33786975,samsung,electronics,tv,493.92,view,8,Yes
24720628,samsung,electronics,smartphone,143.12,view,18,Yes
29291733,samsung,electronics,smartphone,170.87,view,3,No
15583377,vitek,appliances,iron,38.35,view,17,Yes
32194107,apple,electronics,smartphone,1698.87,view,4,No
33533081,apple,electronics,smartphone,900.64,view,5,Yes
18919550,jordan,apparel,costume,149.27,view,1,Yes
28373778,lg,electronics,tv,436.88,view,10,Yes
6639416,alvitek,furniture,blanket,56.63,view,7,No
38228436,oppo,electronics,smartphone,463.31,view,13,No
17175915,xiaomi,electronics,smartphone,230.79,view,17,Yes
7176093,samsung,electronics,smartphone,251.47,view,14,No
41170205,asus,computers,videocards,2177.66,view,20,Yes
37293453,lg,appliances,microwave,84.38,view,17,Yes
2242473,xiaomi,electronics,smartphone,308.63,view,17,Yes
22519283,hotpoint-ariston,appliances,oven,465.97,view,9,No
38320463,chicco,furniture,bed,308.86,view,14,Yes
35184919,doogee,electronics,smartphone,108.63,view,8,No
22614516,xiaomi,electronics,smartphone,447.58,view,11,Yes
38844102,huawei,electronics,smartphone,256.58,view,3,Yes
33048162,acer,computers,notebook,437.57,view,16,No
41598959,samsung,electronics,smartphone,218.77,view,8,Yes
37772966,huawei,electronics,smartphone,111.18,view,6,Yes
907886,xiaomi,electronics,smartphone,466.91,view,16,Yes
23518291,hyundai,construction,pump,90.86,view,4,No
17383736,apple,electronics,smartphone,764.34,view,19,No
26260852,p.i.t.,construction,drill,72.13,view,20,No
33104508,samsung,electronics,smartphone,643.26,view,17,Yes
8803768,apple,electronics,smartphone,1335.43,view,20,No
8006428,hyperx,computers,mouse,14.13,view,8,Yes
17512918,apple,electronics,clocks,617.52,view,2,Yes
36830131,apple,electronics,headphone,21.24,view,12,Yes
14398361,samsung,electronics,smartphone,196.87,view,2,Yes
21497127,xiaomi,electronics,smartphone,177.35,view,15,No
29536459,xiaomi,electronics,smartphone,222.64,view,6,No
17040083,hp,computers,notebook,391.0,view,15,Yes
38071577,acer,computers,notebook,1013.18,view,11,No
6854497,xiaomi,electronics,smartphone,135.01,view,10,No
23496489,samsung,electronics,smartphone,545.66,view,4,Yes
30663094,samsung,electronics,smartphone,170.83,view,2,No
34276257,huawei,electronics,smartphone,947.0,view,14,No
40781753,apple,electronics,headphone,180.13,view,14,No
12794930,petek,accessories,wallet,36.04,view,20,Yes
5797665,pocketbook,computers,ebooks,176.18,view,14,Yes
23853410,huawei,electronics,smartphone,167.28,view,8,No
41888346,huawei,electronics,smartphone,125.61,view,13,Yes
34961572,maxwell,appliances,oven,51.22,view,5,Yes
13128977,meizu,electronics,smartphone,257.15,view,6,No
41681176,midea,appliances,washer,218.77,view,9,Yes
3424093,midea,appliances,washer,101.39,view,18,No
18716169,xiaomi,electronics,smartphone,98.51,view,17,Yes
27454636,jbl,electronics,headphone,231.64,view,16,Yes
30515052,belashoff,furniture,pillow,15.44,view,18,No
41326452,samsung,electronics,clocks,334.08,view,4,No
31012547,apple,electronics,smartphone,1412.83,view,7,No
34769057,xiaomi,electronics,smartphone,511.78,view,0,Yes
3060583,samsung,electronics,smartphone,746.48,view,13,Yes
26519671,dauscher,appliances,microwave,58.95,view,5,No
34134547,samsung,electronics,smartphone,246.52,view,13,Yes
4232495,samsung,appliances,washer,296.53,view,11,Yes
17406747,respect,apparel,shoes,51.22,view,20,Yes
41536994,jbl,electronics,headphone,33.21,view,7,No
29682157,jbl,electronics,headphone,38.56,view,8,No
12793063,samsung,electronics,smartphone,150.45,view,20,No
17027026,netechnics,computers,desktop,630.62,view,15,No
10129125,xiaomi,electronics,smartphone,244.27,view,19,No
31184852,apple,electronics,smartphone,1521.27,view,10,No
10450741,apple,electronics,smartphone,521.25,view,6,Yes
36521526,asus,computers,notebook,360.11,view,8,No
7625197,xiaomi,electronics,smartphone,483.85,view,23,Yes
23884799,samsung,appliances,washer,334.6,view,9,No
8225972,samsung,electronics,smartphone,152.46,view,11,Yes
31723263,apple,electronics,smartphone,1003.59,view,16,No
17150922,chicco,kids,toys,20.57,view,16,Yes
342103,samsung,electronics,smartphone,1206.78,view,8,Yes
28877174,xiaomi,electronics,clocks,179.67,view,16,No
33838080,samsung,electronics,smartphone,215.93,view,9,Yes
17623872,samsung,electronics,smartphone,1042.25,view,4,No
38961363,xiaomi,electronics,smartphone,94.98,view,5,Yes
34782410,xiaomi,electronics,smartphone,167.29,view,1,No
1819378,stels,sport,bicycle,141.57,view,11,Yes
37329315,huawei,electronics,smartphone,150.27,view,17,Yes
19470572,samsung,electronics,tv,369.37,view,9,No
33466281,xiaomi,electronics,headphone,6.67,view,4,No
24984343,lg,appliances,washer,298.36,view,4,No
35915954,aimoto,electronics,clocks,44.27,view,17,No
15944956,huawei,electronics,smartphone,153.84,view,4,Yes
947916,elari,electronics,headphone,51.46,view,16,No
12505219,lenovo,computers,notebook,256.89,view,16,Yes
16989122,candy,appliances,washer,371.93,view,15,No
26449595,samsung,appliances,refrigerators,538.73,view,4,No
1632784,samsung,electronics,smartphone,286.84,view,8,Yes
13620463,brw,furniture,cabinet,373.24,view,12,Yes
35024760,meizu,electronics,smartphone,159.3,view,5,No
27548875,xiaomi,electronics,smartphone,95.21,view,17,Yes
27623050,samsung,electronics,tv,635.23,view,17,No
7390553,hotpoint-ariston,appliances,dishwasher,380.7,view,17,Yes
20837079,kivi,electronics,tv,193.03,view,7,No
36228723,starline,auto,alarm,139.77,view,4,No
3186702,apple,electronics,smartphone,1428.58,view,15,No
26950188,samsung,electronics,smartphone,248.12,view,10,Yes
972304,huawei,electronics,smartphone,110.34,view,16,No
1363752,panasonic,appliances,blender,51.46,view,4,No
8285485,elari,electronics,clocks,125.83,view,12,Yes
33134009,indesit,appliances,refrigerators,308.63,view,17,Yes
27276552,melitta,appliances,coffee_machine,102.96,view,14,No
1752567,samsung,electronics,smartphone,286.35,view,10,No
2171664,xiaomi,electronics,smartphone,424.72,view,16,No
3937628,apple,electronics,smartphone,584.87,view,7,No
1030698,perilla,appliances,ironing_board,51.46,view,17,No
40897291,incanto,furniture,bed,205.9,view,16,Yes
25758214,samsung,electronics,smartphone,131.53,view,14,No
32991324,oppo,electronics,smartphone,183.85,view,16,No
16027241,acer,computers,notebook,411.08,view,5,Yes
27485557,midea,appliances,refrigerators,115.81,view,16,Yes
41379797,acer,computers,desktop,874.93,view,5,Yes
3555330,samsung,electronics,smartphone,615.56,view,22,Yes
27257256,zeta,computers,desktop,54.8,view,14,Yes
17364871,sumdex,accessories,bag,7.44,view,19,Yes
20710088,nokia,electronics,smartphone,153.04,view,5,No
38191239,indesit,appliances,refrigerators,442.66,view,13,Yes
30686295,asus,computers,notebook,849.42,view,2,No
20948256,janome,appliances,sewing_machine,1788.92,view,8,Yes
12199538,honor,electronics,smartphone,257.38,view,12,Yes
33039096,samsung,electronics,tv,369.37,view,16,Yes
15207319,oppo,electronics,smartphone,592.01,view,13,No
16149194,hp,computers,desktop,542.87,view,6,Yes
9314264,xiaomi,electronics,smartphone,346.7,view,9,Yes
27765088,apple,electronics,smartphone,459.61,view,20,Yes
25778341,strobbs,apparel,keds,64.61,view,14,Yes
3902277,xiaomi,electronics,smartphone,348.12,view,7,No
4957231,samsung,electronics,smartphone,174.05,view,21,No
9768345,alesis,electronics,music_tools,96.53,view,15,Yes
34874143,samsung,electronics,smartphone,245.48,view,3,Yes
12692127,pioneer,auto,player,129.85,view,18,Yes
41831631,picard,accessories,bag,45.05,view,12,Yes
27559097,xiaomi,electronics,smartphone,96.35,view,17,Yes
15182348,coballe,kids,carriage,61.74,view,13,No
40514277,hisense,electronics,tv,421.89,view,10,Yes
2610137,apple,electronics,smartphone,804.92,view,5,Yes
28765008,xiaomi,appliances,vacuum,433.49,view,15,Yes
6045459,samsung,electronics,smartphone,873.87,view,16,No
7540301,starline,auto,alarm,121.24,view,19,No
18985834,lg,appliances,vacuum,188.83,view,3,Yes
10696313,respect,apparel,shoes,51.22,view,9,Yes
26307629,wonlex,electronics,clocks,19.82,view,0,Yes
8200017,milavitsa,apparel,underwear,37.97,view,11,Yes
17568220,samsung,electronics,smartphone,378.53,view,4,No
41180622,respect,apparel,shoes,128.45,view,21,Yes
8899516,samsung,electronics,smartphone,257.15,view,3,Yes
38470767,adidas,apparel,tshirt,48.91,view,16,Yes
16739584,xiaomi,electronics,tablet,280.57,view,12,Yes
196844,casio,electronics,clocks,16.73,view,6,No
39887096,huawei,electronics,tablet,231.38,view,18,No
8123933,apple,electronics,smartphone,1415.48,view,10,Yes
7581344,samsung,electronics,smartphone,251.47,view,20,No
38396650,apple,electronics,smartphone,714.79,view,15,No
28411676,yasin,electronics,tv,158.05,view,10,Yes
5232822,baden,apparel,shoes,118.15,view,6,Yes
35871716,santeri,furniture,toilet,67.2,view,17,Yes
16635070,samsung,electronics,smartphone,900.64,view,11,Yes
14696755,samsung,electronics,smartphone,250.9,view,7,Yes
13891239,samsung,electronics,smartphone,250.89,view,15,Yes
31628382,rooman,apparel,shoes,51.22,view,15,Yes
19249138,netechnics,computers,desktop,630.62,view,7,No
34311058,apple,electronics,smartphone,691.91,view,15,Yes
31248505,schneider,auto,compressor,288.45,view,10,Yes
29740472,apple,electronics,headphone,174.99,view,9,No
27280691,apple,electronics,smartphone,358.44,view,14,Yes
2617639,oppo,electronics,smartphone,179.14,view,5,Yes
20962810,xiaomi,electronics,smartphone,190.22,view,9,Yes
25753121,lg,appliances,washer,359.8,view,14,Yes
11415431,logitech,computers,mouse,122.31,view,18,Yes
25754863,lg,appliances,microwave,84.43,view,14,No
5255569,samsung,electronics,smartphone,131.92,view,6,No
41198442,dewalt,construction,drill,377.04,view,23,Yes
24908229,sony,electronics,smartphone,1029.34,view,2,No
18620326,troyka,electronics,clocks,12.84,view,16,Yes
23913193,fly,electronics,telephone,13.09,view,9,Yes
23033579,huawei,electronics,smartphone,110.42,view,16,No
16553028,vivo,electronics,smartphone,218.77,view,10,No
19514511,huawei,electronics,smartphone,153.93,view,9,Yes
194004,lg,appliances,washer,339.75,view,6,No
7331944,apple,electronics,smartphone,460.72,view,16,Yes
16382444,samsung,appliances,vacuum,64.02,view,9,Yes
17107038,apple,electronics,smartphone,766.76,view,16,Yes
39308253,ballu,appliances,air_heater,33.98,view,11,Yes
18153724,huawei,electronics,smartphone,249.66,view,11,No
21216794,huter,construction,generator,101.91,view,11,No
7005659,alphard,electronics,subwoofer,69.5,view,12,Yes
5092888,apple,electronics,smartphone,730.26,view,3,Yes
4862532,apple,electronics,smartphone,462.41,view,18,Yes
11181799,apple,computers,notebook,1364.0,view,15,Yes
27581256,msi,computers,videocards,396.38,view,17,No
24432123,tamaris,apparel,shoes,89.84,view,15,No
39790018,apple,electronics,clocks,334.37,view,17,No
4516648,xiaomi,electronics,smartphone,196.36,view,14,Yes
25247240,samsung,electronics,smartphone,88.55,view,7,No
6259031,xiaomi,electronics,headphone,22.34,view,20,Yes
22801538,samsung,electronics,smartphone,130.74,view,13,Yes
14988361,huawei,electronics,smartphone,153.84,view,10,Yes
17671078,haier,appliances,washer,360.34,view,5,No
16571293,nexpero,apparel,shoes,68.21,view,10,Yes
37433242,xiaomi,electronics,smartphone,127.69,view,19,Yes
39483221,acer,computers,notebook,283.09,view,13,Yes
35812542,vivo,electronics,smartphone,437.33,view,16,No
6277597,nokia,electronics,smartphone,573.17,view,21,Yes
8351117,xiaomi,electronics,smartphone,185.82,view,13,Yes
30753148,kingston,computers,hdd,172.44,view,4,No
18938113,samsung,appliances,washer,490.36,view,2,Yes
14286556,samsung,electronics,smartphone,730.52,view,20,No
2992488,yasin,electronics,tv,158.05,view,12,No
11354223,xiaomi,electronics,clocks,70.53,view,17,Yes
20653562,magnetta,construction,welding,249.68,view,5,No
9489547,alesis,electronics,acoustic,101.64,view,11,No
33627845,huawei,electronics,headphone,91.0,view,6,Yes
26867425,philips,appliances,vacuum,257.38,view,9,Yes
21263184,vitek,appliances,blender,40.36,view,12,Yes
8423559,artel,electronics,tv,150.34,view,14,No
13585041,dauscher,appliances,washer,223.92,view,11,No
9140936,huawei,electronics,clocks,154.96,view,7,Yes
18368997,samsung,electronics,smartphone,285.4,view,14,No
5386751,samsung,appliances,washer,296.53,view,8,Yes
22040719,xiaomi,electronics,smartphone,334.6,view,3,Yes
659180,bosch,appliances,vacuum,236.01,view,12,No
28254920,apple,electronics,smartphone,469.77,view,8,No
39239146,samsung,electronics,smartphone,278.38,view,9,Yes
25893773,hp,computers,notebook,401.3,view,15,Yes
13135708,orient,electronics,clocks,76.19,view,6,Yes
3130355,fisherman,accessories,bag,63.71,view,14,Yes
29700111,huawei,electronics,smartphone,111.65,view,8,Yes
199794,samsung,electronics,smartphone,871.07,view,6,No
18983223,garmin,electronics,clocks,851.67,view,3,Yes
6461777,samsung,appliances,vacuum,87.49,view,4,No
14879717,xiaomi,electronics,smartphone,483.77,view,9,Yes
26786864,elenberg,appliances,scales,14.13,view,8,Yes
8749648,bosch,construction,drill,46.33,view,19,Yes
18556636,acer,electronics,tablet,154.19,view,16,Yes
5420054,apple,electronics,tablet,926.38,view,8,Yes
22720214,huawei,electronics,smartphone,111.7,view,12,No
10277537,apple,electronics,smartphone,460.63,view,3,Yes
29072093,samsung,electronics,smartphone,370.41,view,18,Yes
18216820,huawei,electronics,smartphone,277.42,view,12,Yes
19827813,arg,appliances,refrigerators,180.16,view,13,Yes
24537939,midea,appliances,washer,210.68,view,16,Yes
25545762,oppo,electronics,smartphone,154.19,view,11,Yes
39095318,apple,electronics,smartphone,855.98,view,7,Yes
5780445,apple,electronics,clocks,453.6,view,13,Yes
18459215,apple,computers,notebook,1544.36,view,15,Yes
7731872,samsung,electronics,smartphone,289.51,view,3,Yes
30033931,nike,apparel,costume,111.95,view,13,Yes
16940611,samsung,electronics,smartphone,856.12,view,14,No
32593834,elenberg,appliances,hair_cutter,23.14,view,10,Yes
39953572,apple,computers,desktop,2393.63,view,20,Yes
40048300,sony,electronics,tv,384.75,view,2,Yes
34822063,lenovo,computers,notebook,303.46,view,2,Yes
36636465,xiaomi,electronics,smartphone,82.34,view,9,No
24117106,bosch,appliances,meat_grinder,115.81,view,12,No
26547084,samsung,appliances,vacuum,99.74,view,5,Yes
2583660,samsung,electronics,clocks,259.98,view,5,Yes
19644315,lg,electronics,tv,419.24,view,11,No
3128604,huawei,electronics,smartphone,463.07,view,14,No
40131600,apple,electronics,smartphone,579.74,view,4,No
12772148,samsung,electronics,smartphone,172.22,view,19,No
5893017,huawei,electronics,smartphone,127.34,view,15,Yes
35265028,huawei,electronics,smartphone,256.95,view,8,No
9281033,ritmix,accessories,bag,12.32,view,8,No
28984648,samsung,electronics,smartphone,283.83,view,17,Yes
17370930,scarlett,appliances,meat_grinder,51.2,view,19,Yes
18521594,starline,auto,alarm,157.53,view,15,No
14607442,samsung,electronics,tablet,244.51,view,5,Yes
19253980,crown,construction,drill,55.09,view,7,Yes
269161,jinga,electronics,smartphone,69.5,view,7,Yes
4111976,elenberg,appliances,meat_grinder,46.31,view,10,No
22738137,xiaomi,electronics,smartphone,316.58,view,12,Yes
23988982,huawei,electronics,smartphone,201.55,view,10,Yes
26178913,gigabyte,computers,videocards,192.8,view,18,No
24568722,jbl,electronics,headphone,33.21,view,16,Yes
23144193,apple,electronics,smartphone,1737.47,view,17,Yes
40788799,teslastyle,auto,player,142.51,view,15,Yes
7224232,samsung,electronics,smartphone,251.47,view,15,Yes
10387691,lenovo,computers,notebook,878.46,view,5,Yes
7693240,samsung,electronics,smartphone,131.76,view,3,Yes
4949273,honor,electronics,smartphone,643.49,view,20,Yes
4917586,samsung,electronics,smartphone,380.65,view,19,Yes
38655260,dell,computers,notebook,797.7,view,18,No
28389612,neoline,auto,videoregister,282.86,view,10,No
8374748,apple,electronics,smartphone,1415.48,view,14,Yes
35619199,dauscher,appliances,kettle,28.29,view,14,Yes
34559649,samsung,electronics,smartphone,279.76,view,17,No
21323783,chayka,appliances,sewing_machine,91.89,view,13,No
14471245,samsung,electronics,tv,423.43,view,4,Yes
11307718,samsung,electronics,smartphone,88.81,view,16,Yes
10265516,apple,electronics,smartphone,1015.46,view,2,Yes
32274992,samsung,electronics,smartphone,542.86,view,6,Yes
36859557,neoline,auto,videoregister,179.35,view,12,Yes
19886574,apple,electronics,headphone,174.99,view,14,No
16821127,acer,computers,notebook,694.74,view,13,No
12767384,philips,appliances,steam_cooker,135.52,view,19,Yes
33339319,apple,electronics,smartphone,731.47,view,0,Yes
17614128,apple,electronics,clocks,447.86,view,4,Yes
30242998,acer,computers,notebook,849.16,view,15,Yes
7381680,samsung,electronics,smartphone,380.28,view,16,Yes
17752078,polaris,appliances,blender,45.47,view,6,No
28721566,samsung,electronics,smartphone,142.07,view,14,No
2524427,samsung,electronics,smartphone,867.17,view,3,Yes
14540061,lg,appliances,washer,367.86,view,5,No
27665958,samsung,electronics,smartphone,129.99,view,18,Yes
26287757,acer,computers,notebook,746.2,view,22,Yes
41349080,elenberg,appliances,scales,7.7,view,5,No
307099,apple,electronics,smartphone,975.56,view,7,Yes
13693005,xiaomi,electronics,smartphone,198.85,view,13,No
39164149,samsung,electronics,smartphone,229.07,view,8,Yes
2883687,samsung,appliances,washer,295.39,view,10,No
41902092,alteco,construction,pump,28.06,view,13,Yes
9112388,apple,electronics,smartphone,743.62,view,6,Yes
3154474,orient,electronics,clocks,202.06,view,14,No
24183388,samsung,electronics,smartphone,250.38,view,13,Yes
21963673,meizu,electronics,smartphone,231.41,view,23,No
20804339,samsung,appliances,refrigerators,1698.86,view,7,Yes
27792061,samsung,electronics,smartphone,142.58,view,21,No
41984875,apple,electronics,smartphone,864.63,view,14,Yes
19379341,xiaomi,electronics,smartphone,138.74,view,8,Yes
11435145,samsung,electronics,tablet,112.67,view,18,Yes
30738980,inoi,electronics,smartphone,114.21,view,3,Yes
10087023,meizu,electronics,smartphone,409.06,view,18,No
32120609,polini,furniture,chair,48.88,view,3,Yes
5890394,apple,electronics,smartphone,802.59,view,15,No
36437392,sony,electronics,smartphone,128.39,view,7,Yes
33373754,samsung,electronics,smartphone,171.9,view,2,Yes
37020717,haier,appliances,washer,360.34,view,14,Yes
14431235,crucial,computers,memory,137.46,view,3,No
32940912,apple,electronics,smartphone,771.91,view,15,No
21246456,cortland,electronics,acoustic,115.81,view,12,No
17607708,vivo,electronics,smartphone,154.42,view,4,Yes
